word,frequency,pos,example_sentence
उंगलियाँ,4.0,NOUN,उसकी उंगलियाँ पियानो पर थिरक रही थीं।
उच्चतर,4.0,ADJ,वह अपनी उच्चतर शिक्षा के लिए विदेश गया।
संपत्त्य,4.0,NOUN,उसने अपनी सारी संपत्त्य समाज को दान कर दी।
राजनीतिक,4.0,ADJ,वो एक राजनीतिक सभा में भाषण दे रहा था।
चूर,4.0,ADJ,काम के बाद वो थक कर चूर हो गया।
प्लास्टिक,4.0,NOUN,प्लास्टिक के उपयोग को हमें कम करना चाहिए।
फट,4.0,VERB,"जैसे ही गुब्बारा फट गया, बच्चे डर गए।"
जानो,4.0,VERB,इस विषय को गहराई से जानो।
लट्टू,4.0,NOUN,बच्चे लट्टू खेल रहे थे।
लताओं,4.0,NOUN,घर की दीवार पर लताओं ने घेरा बना लिया।
उतरू,4.0,ADJ,वह अपनी सफलता पर उतरू हो गया है।
उतरना,4.0,VERB,उसका वजन अचानक से उतरना शुरू हो गया।
पहुंच,4.0,NOUN,उसकी पहुंच बहुत ऊँची है।
जानकी,4.0,PROPER_NOUN,जानकी एक प्रतिभाशाली छात्रा है।
धूलि,4.0,NOUN,सुबह की धूप में धूलि चमक रही थी।
बैठक,4.0,NOUN,हमारी बैठक कल शाम को होगी।
बैग,4.0,NOUN,मुझे नया बैग खरीदना है।
बॉक्स,4.0,NOUN,उसने गिफ्ट के लिए एक सुंदर बॉक्स तैयार किया।
गोबर,4.0,NOUN,किसान खेतों में गोबर का उपयोग खाद के रूप में करते हैं।
गौरवशाली,4.0,ADJ,हमें अपनी गौरवशाली परंपरा पर गर्व है।
बैठो,4.0,VERB,कृपया यहाँ बैठो और विश्राम करो।
बोने,4.0,VERB,किसान खेतों में फसल बोने की तैयारी कर रहे हैं।
बोधन,4.0,NOUN,बोधन के लिए यह श्लोक महत्वपूर्ण है।
ध्वज,4.0,NOUN,राष्ट्रीय ध्वज तिरंगे रंग का होता है।
वाक्यांश,4.0,NOUN,उसके वाक्यांश में गहरा अर्थ था।
वाकई,4.0,ADV,वाकई तुम्हारा काम बहुत शानदार है।
कठिनाइयों,4.0,NOUN,कठिनाइयों का सामना धैर्य के साथ करना चाहिए।
हंसती,4.0,VERB,वह हमेशा छोटे-छोटे चीजों पर हंसती है।
भुनते,4.0,VERB,उन्होंने अलाव पर स्वादिष्ट भुट्टे भुनते।
